#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
JUN,NFATC1,9606.ENSP00000360266,9606.ENSP00000389377,0,0,0,0,0.042,0.33,0,0.948,0.963
BRCA1,PGR,9606.ENSP00000418960,9606.ENSP00000325120,0,0,0,0,0,0.512,0,0.928,0.963
GAPDHS,GPI,9606.ENSP00000222286,9606.ENSP00000405573,0.115,0,0,0,0.62,0,0.8,0.506,0.962
ALDOA,PGK1,9606.ENSP00000496166,9606.ENSP00000362413,0.079,0,0,0,0.382,0.381,0.312,0.87,0.962
CREB1,MAPK1,9606.ENSP00000387699,9606.ENSP00000215832,0,0,0,0,0.194,0,0.9,0.575,0.962
HSPBP1,STUB1,9606.ENSP00000255631,9606.ENSP00000219548,0,0,0,0,0.149,0.601,0,0.896,0.962
RIPK1,TLR4,9606.ENSP00000259808,9606.ENSP00000363089,0,0,0,0,0.121,0.177,0.5,0.907,0.962
MAPK1,SMAD3,9606.ENSP00000215832,9606.ENSP00000332973,0,0,0,0,0.104,0.364,0.9,0.416,0.962
ALDOC,TKT,9606.ENSP00000378731,9606.ENSP00000391481,0.079,0,0,0,0.089,0.091,0.932,0.382,0.962
ALDOC,TKTL1,9606.ENSP00000378731,9606.ENSP00000358931,0.079,0,0,0,0.068,0.091,0.932,0.399,0.962
ALDOB,TKTL1,9606.ENSP00000497767,9606.ENSP00000358931,0.079,0,0,0,0.067,0.091,0.932,0.396,0.962
HSPB2,MAPK14,9606.ENSP00000302476,9606.ENSP00000229795,0,0,0,0,0.062,0.098,0.9,0.605,0.962
MAPK8,SP1,9606.ENSP00000378974,9606.ENSP00000329357,0,0,0,0,0.06,0.517,0.9,0.272,0.962
HTT,KAT2B,9606.ENSP00000347184,9606.ENSP00000263754,0,0,0,0,0.049,0.294,0,0.949,0.962
DUSP1,FOS,9606.ENSP00000239223,9606.ENSP00000306245,0,0,0,0,0.801,0.13,0,0.795,0.961
BPGM,GAPDH,9606.ENSP00000376840,9606.ENSP00000380070,0.041,0,0,0,0.375,0.046,0.913,0.346,0.961
DNAJC7,HSPA8,9606.ENSP00000406463,9606.ENSP00000437125,0.041,0,0,0,0.269,0.851,0.475,0.401,0.961
LOC112694756,TPI1,9606.ENSP00000485952,9606.ENSP00000229270,0.045,0,0,0,0.194,0,0.585,0.894,0.961
ALDOB,TKTL2,9606.ENSP00000497767,9606.ENSP00000280605,0.079,0,0,0,0.067,0.091,0.932,0.388,0.961
HIF1A,JUN,9606.ENSP00000437955,9606.ENSP00000360266,0,0,0,0,0.056,0.621,0,0.901,0.961
CAMP,GAPDH,9606.ENSP00000296435,9606.ENSP00000380070,0,0,0,0,0.043,0,0,0.961,0.961
FOS,NR3C1,9606.ENSP00000306245,9606.ENSP00000231509,0,0,0,0,0,0.108,0,0.958,0.961
JUN,NR3C1,9606.ENSP00000360266,9606.ENSP00000231509,0,0,0,0,0,0.522,0,0.922,0.961
PGK1,PGK2,9606.ENSP00000362413,9606.ENSP00000305995,0,0,0.048,0.984,0.083,0.593,0.9,0.052,0.96
ALDOB,ALDOC,9606.ENSP00000497767,9606.ENSP00000378731,0,0,0.054,0.973,0,0.61,0.9,0.065,0.96
HNRNPD,PABPC1,9606.ENSP00000313199,9606.ENSP00000313007,0,0,0,0.588,0.192,0.741,0.54,0.64,0.96
DNAJA1,HSPA1L,9606.ENSP00000369127,9606.ENSP00000364805,0.041,0,0.387,0,0.236,0.684,0.563,0.487,0.96
BAG3,HSP90AB1,9606.ENSP00000358081,9606.ENSP00000360609,0,0,0,0,0.153,0.385,0.72,0.758,0.96
ALDOC,TALDO1,9606.ENSP00000378731,9606.ENSP00000321259,0,0,0,0,0.148,0,0.911,0.517,0.96
CREBBP,HDAC1,9606.ENSP00000262367,9606.ENSP00000362649,0,0,0,0,0.099,0.537,0.5,0.833,0.96
BRCA1,RPA1,9606.ENSP00000418960,9606.ENSP00000254719,0,0,0,0,0.078,0.803,0.5,0.614,0.96
KAT2B,SIRT1,9606.ENSP00000263754,9606.ENSP00000212015,0,0,0,0,0.075,0.424,0,0.932,0.96
PTEN,UBE3A,9606.ENSP00000361021,9606.ENSP00000497594,0,0,0,0,0.073,0,0.9,0.604,0.96
BAG5,HSPA4,9606.ENSP00000338814,9606.ENSP00000302961,0,0,0,0,0.072,0.669,0.4,0.81,0.96
CLTB,HIP1R,9606.ENSP00000309415,9606.ENSP00000253083,0,0,0,0,0.072,0.801,0,0.8,0.96
ALDOC,TKTL2,9606.ENSP00000378731,9606.ENSP00000280605,0.079,0,0,0,0.067,0.091,0.932,0.372,0.96
KAT2B,TBP,9606.ENSP00000263754,9606.ENSP00000230354,0,0,0,0,0.049,0.417,0.5,0.873,0.96
HSPA1B,HSPA6,9606.ENSP00000364801,9606.ENSP00000310219,0,0,0.049,0.982,0.437,0.782,0.5,0.417,0.959
HSPB2,HSPB3,9606.ENSP00000302476,9606.ENSP00000303394,0,0,0.09,0.777,0.184,0.926,0,0.34,0.959
MAPK8,SRC,9606.ENSP00000378974,9606.ENSP00000362680,0,0,0,0.576,0.054,0.094,0.9,0.578,0.959
CCT5,HSP90AB1,9606.ENSP00000280326,9606.ENSP00000360609,0,0,0,0,0.578,0.127,0.72,0.649,0.959
EP300,NCOR1,9606.ENSP00000263253,9606.ENSP00000268712,0,0,0,0,0.436,0.313,0.5,0.816,0.959
DUSP5,MAPK9,9606.ENSP00000358596,9606.ENSP00000394560,0,0,0,0,0.084,0.189,0.9,0.514,0.959
APP,EP300,9606.ENSP00000284981,9606.ENSP00000263253,0,0,0,0,0.067,0,0,0.958,0.959
EP300,SRC,9606.ENSP00000263253,9606.ENSP00000362680,0,0,0,0,0.064,0.299,0,0.942,0.959
HSPB2,MAPK13,9606.ENSP00000302476,9606.ENSP00000211287,0,0,0,0,0.06,0.091,0.9,0.584,0.959
CD81,HSPA4,9606.ENSP00000263645,9606.ENSP00000302961,0,0,0,0,0.042,0,0,0.959,0.959
BAD,MAPK8,9606.ENSP00000378040,9606.ENSP00000378974,0,0,0,0,0,0.497,0.9,0.255,0.959
HSP90AA1,MAPT,9606.ENSP00000335153,9606.ENSP00000340820,0,0,0,0,0,0.827,0,0.772,0.959
HSP90AA1,HSPA9,9606.ENSP00000335153,9606.ENSP00000297185,0,0,0,0,0.457,0.587,0,0.829,0.958
DNAJA2,HSPA1B,9606.ENSP00000314030,9606.ENSP00000364801,0.041,0,0.391,0,0.253,0.697,0.563,0.413,0.958
GAPDH,MRPL13,9606.ENSP00000380070,9606.ENSP00000306548,0,0,0,0,0.192,0.098,0,0.947,0.958
H6PD,PKM,9606.ENSP00000473348,9606.ENSP00000320171,0.26,0,0,0,0.146,0,0.8,0.713,0.958
FOS,MAPK13,9606.ENSP00000306245,9606.ENSP00000211287,0,0,0,0,0.067,0.256,0.9,0.467,0.958
ITCH,MAPK8,9606.ENSP00000499786,9606.ENSP00000378974,0,0,0,0,0.066,0.292,0.9,0.446,0.958
HSPA4,HTT,9606.ENSP00000302961,9606.ENSP00000347184,0,0,0,0,0.064,0.091,0,0.954,0.958
BRCA1,HDAC1,9606.ENSP00000418960,9606.ENSP00000362649,0,0,0,0,0.055,0.51,0,0.917,0.958
BECN1,SQSTM1,9606.ENSP00000355231,9606.ENSP00000374455,0,0,0,0,0.048,0.51,0,0.919,0.958
BAG2,HSPBP1,9606.ENSP00000359727,9606.ENSP00000255631,0,0,0,0,0.044,0,0.9,0.599,0.958
HTT,TCERG1,9606.ENSP00000347184,9606.ENSP00000296702,0,0,0,0,0.042,0.474,0,0.924,0.958
PPARGC1A,SOD1,9606.ENSP00000264867,9606.ENSP00000270142,0,0,0,0,0,0,0.9,0.598,0.958
HSP90AA1,HSPB1,9606.ENSP00000335153,9606.ENSP00000248553,0,0,0,0,0.274,0.292,0,0.924,0.957
DNAJB1,FKBP4,9606.ENSP00000254322,9606.ENSP00000001008,0,0,0,0,0.115,0.071,0.105,0.949,0.957
BCL2,MAPK9,9606.ENSP00000381185,9606.ENSP00000394560,0,0,0,0,0.093,0.042,0.9,0.569,0.957
FOSB,HDAC1,9606.ENSP00000245919,9606.ENSP00000362649,0,0,0,0,0.054,0.107,0.9,0.56,0.957
ESR1,NFKB1,9606.ENSP00000405330,9606.ENSP00000226574,0,0,0,0,0,0.51,0,0.916,0.957
HSPA4,MAPT,9606.ENSP00000302961,9606.ENSP00000340820,0,0,0,0,0,0.839,0,0.745,0.957
MAP2K4,MAP2K7,9606.ENSP00000410402,9606.ENSP00000381070,0,0,0.064,0.886,0.062,0.51,0.9,0.135,0.956
MAPK14,MAPKAPK5,9606.ENSP00000229795,9606.ENSP00000449381,0,0,0,0.6,0.093,0.429,0.9,0.265,0.956
MAP3K1,MAPK9,9606.ENSP00000382423,9606.ENSP00000394560,0,0,0,0.58,0,0.492,0.9,0.211,0.956
GAPDH,PKM,9606.ENSP00000380070,9606.ENSP00000320171,0.079,0,0,0,0.611,0.363,0,0.83,0.956
BRCA1,CCNA2,9606.ENSP00000418960,9606.ENSP00000481380,0,0,0,0,0.387,0.51,0.5,0.746,0.956
DNAJA1,HSPA1A,9606.ENSP00000369127,9606.ENSP00000364802,0.041,0,0.388,0,0.309,0.274,0.563,0.725,0.956
RELA,TLR2,9606.ENSP00000384273,9606.ENSP00000260010,0,0,0,0,0.088,0.125,0.9,0.521,0.956
BAG3,DNAJB6,9606.ENSP00000358081,9606.ENSP00000262177,0,0,0,0,0.086,0.686,0,0.861,0.956
BCL2L1,MAPK9,9606.ENSP00000365230,9606.ENSP00000394560,0,0,0,0,0.083,0.292,0.9,0.406,0.956
MAPK8IP2,MAPK8IP3,9606.ENSP00000330572,9606.ENSP00000481780,0,0,0,0,0.067,0.75,0,0.829,0.956
BAG5,HSPA1A,9606.ENSP00000338814,9606.ENSP00000364802,0,0,0,0,0.059,0.911,0.4,0.232,0.956
AGO2,EGFR,9606.ENSP00000220592,9606.ENSP00000275493,0,0,0,0,0.042,0.292,0,0.941,0.956
CDKN2A,HIF1A,9606.ENSP00000418915,9606.ENSP00000437955,0,0,0,0,0,0.426,0,0.927,0.956
AP2A1,AP2A2,9606.ENSP00000351926,9606.ENSP00000327694,0,0,0.049,0.982,0.128,0.255,0.9,0.39,0.955
CDC42,RHOA,9606.ENSP00000497733,9606.ENSP00000400175,0,0,0.062,0.948,0.361,0.295,0.9,0.103,0.955
MAPK14,MAPK8,9606.ENSP00000229795,9606.ENSP00000378974,0,0,0.061,0.922,0.11,0.292,0.9,0.366,0.955
FOXO1,FOXO3,9606.ENSP00000368880,9606.ENSP00000339527,0,0,0,0.895,0.073,0,0.9,0.562,0.955
HSPA4,HSPA9,9606.ENSP00000302961,9606.ENSP00000297185,0,0,0.179,0.693,0.542,0.215,0.5,0.747,0.955
HSP90AB1,HSPA9,9606.ENSP00000360609,9606.ENSP00000297185,0,0.001,0,0,0.462,0.272,0,0.896,0.955
ACTB,HSPA8,9606.ENSP00000494750,9606.ENSP00000437125,0,0,0,0,0.333,0.459,0,0.886,0.955
BRCA1,PRKDC,9606.ENSP00000418960,9606.ENSP00000313420,0,0,0,0,0.21,0.292,0.54,0.846,0.955
ALDOB,TALDO1,9606.ENSP00000497767,9606.ENSP00000321259,0,0,0,0,0.138,0,0.911,0.468,0.955
RAC2,SRC,9606.ENSP00000249071,9606.ENSP00000362680,0,0,0,0,0.133,0.11,0.9,0.496,0.955
RELA,TP53,9606.ENSP00000384273,9606.ENSP00000269305,0,0,0,0,0.126,0.45,0,0.914,0.955
SMAD3,TRAF6,9606.ENSP00000332973,9606.ENSP00000433623,0,0,0,0,0.067,0,0,0.954,0.955
BCL2,MYC,9606.ENSP00000381185,9606.ENSP00000478887,0,0,0,0,0.065,0.3,0,0.937,0.955
EEF1A1,HSF1,9606.ENSP00000339063,9606.ENSP00000431512,0,0,0,0,0.064,0,0.9,0.565,0.955
DUSP1,MAPK13,9606.ENSP00000239223,9606.ENSP00000211287,0,0,0,0,0.06,0.243,0.9,0.447,0.955
EGFR,GAPDH,9606.ENSP00000275493,9606.ENSP00000380070,0,0,0,0,0.06,0.779,0,0.803,0.955
MAPK14,NCOA3,9606.ENSP00000229795,9606.ENSP00000361066,0,0,0,0,0.049,0.51,0.9,0.151,0.955
BAG2,BAG5,9606.ENSP00000359727,9606.ENSP00000338814,0,0,0,0,0.047,0.292,0.4,0.903,0.955
CDC42,EGFR,9606.ENSP00000497733,9606.ENSP00000275493,0,0,0,0,0.042,0.211,0.5,0.895,0.955
F8A1,HTT,9606.ENSP00000479624,9606.ENSP00000347184,0,0,0,0,0.042,0.901,0,0.569,0.955
HSPB1,TP53,9606.ENSP00000248553,9606.ENSP00000269305,0,0,0,0,0,0.776,0,0.809,0.955
MAPK9,SRC,9606.ENSP00000394560,9606.ENSP00000362680,0,0,0,0.567,0.054,0.094,0.9,0.536,0.954
BPGM,GAPDHS,9606.ENSP00000376840,9606.ENSP00000222286,0.041,0,0,0,0.375,0.046,0.913,0.23,0.954
DNAJA1,STIP1,9606.ENSP00000369127,9606.ENSP00000351646,0,0,0,0,0.248,0.579,0.5,0.748,0.954
ATM,MDM4,9606.ENSP00000278616,9606.ENSP00000356150,0,0,0,0,0.162,0,0.75,0.801,0.954
MED1,TBP,9606.ENSP00000300651,9606.ENSP00000230354,0,0,0,0,0.147,0.859,0,0.651,0.954
DNAJB1,HSPBP1,9606.ENSP00000254322,9606.ENSP00000255631,0,0,0,0,0.142,0.161,0,0.941,0.954
AKT1,TRAF6,9606.ENSP00000451828,9606.ENSP00000433623,0,0,0,0,0.075,0.644,0,0.873,0.954
AKT1,EP300,9606.ENSP00000451828,9606.ENSP00000263253,0,0,0,0,0.066,0.821,0,0.749,0.954
FOXO3,MAPK8,9606.ENSP00000339527,9606.ENSP00000378974,0,0,0,0,0.06,0.099,0.9,0.525,0.954
EGFR,HSPA4,9606.ENSP00000275493,9606.ENSP00000302961,0,0,0,0,0.056,0.803,0,0.777,0.954
TP53,TRAF6,9606.ENSP00000269305,9606.ENSP00000433623,0,0,0,0,0.055,0.292,0,0.938,0.954
BID,MAPK8,9606.ENSP00000318822,9606.ENSP00000378974,0,0,0,0,0.044,0.448,0.9,0.245,0.954
MAPK9,RELA,9606.ENSP00000394560,9606.ENSP00000384273,0,0,0,0,0.042,0.045,0.9,0.564,0.954
BAG1,HSPH1,9606.ENSP00000489189,9606.ENSP00000487365,0,0,0,0,0,0.31,0.9,0.39,0.954
ESR1,MAPK14,9606.ENSP00000405330,9606.ENSP00000229795,0,0,0,0,0,0,0.9,0.561,0.954
HSP90AB1,HSP90B1,9606.ENSP00000360609,9606.ENSP00000299767,0,0,0.076,0.929,0.215,0.074,0.9,0.414,0.953
HSPA1B,HSPH1,9606.ENSP00000364801,9606.ENSP00000487365,0,0,0.162,0.734,0.475,0.53,0.4,0.684,0.953
MAP3K7,MAPK9,9606.ENSP00000358335,9606.ENSP00000394560,0,0,0,0.588,0.104,0.155,0.9,0.455,0.953
MAPK8,MED1,9606.ENSP00000378974,9606.ENSP00000300651,0,0,0,0,0.108,0.498,0.9,0.091,0.953
KRAS,MAP3K1,9606.ENSP00000256078,9606.ENSP00000382423,0,0,0,0,0.076,0.183,0.9,0.461,0.953
MAPK8,RAC2,9606.ENSP00000378974,9606.ENSP00000249071,0,0,0,0,0.06,0.145,0.9,0.493,0.953
RELA,SP1,9606.ENSP00000384273,9606.ENSP00000329357,0,0,0,0,0.06,0.876,0,0.631,0.953
BCL2,MDM2,9606.ENSP00000381185,9606.ENSP00000258149,0,0,0,0,0.056,0,0,0.953,0.953
MYC,TBP,9606.ENSP00000478887,9606.ENSP00000230354,0,0,0,0,0.055,0.51,0,0.907,0.953
HSPA8,TLR2,9606.ENSP00000437125,9606.ENSP00000260010,0,0,0,0,0,0.102,0.9,0.52,0.953
HSP90AB1,HSPB1,9606.ENSP00000360609,9606.ENSP00000248553,0,0,0,0,0.351,0,0,0.929,0.952
DNAJB1,HSPA9,9606.ENSP00000254322,9606.ENSP00000297185,0.041,0,0.428,0,0.27,0.263,0.475,0.75,0.952
DNAJB1,HSPA4L,9606.ENSP00000254322,9606.ENSP00000296464,0.041,0,0.275,0,0.256,0.696,0.475,0.532,0.952
AP2B1,HTT,9606.ENSP00000483185,9606.ENSP00000347184,0,0,0,0,0.129,0.185,0.9,0.404,0.952
CDC37,DNAJB1,9606.ENSP00000222005,9606.ENSP00000254322,0,0,0,0,0.116,0.507,0,0.899,0.952
MAPK9,MED1,9606.ENSP00000394560,9606.ENSP00000300651,0,0,0,0,0.098,0.498,0.9,0.071,0.952
MAPK1,MAPT,9606.ENSP00000215832,9606.ENSP00000340820,0,0,0,0,0.055,0.314,0.9,0.348,0.952
FOS,TP53,9606.ENSP00000306245,9606.ENSP00000269305,0,0,0,0,0.053,0.23,0.5,0.884,0.952
MAPK9,NFATC3,9606.ENSP00000394560,9606.ENSP00000300659,0,0,0,0,0.049,0.384,0.9,0.287,0.952
PKM,TKT,9606.ENSP00000320171,9606.ENSP00000391481,0.079,0,0,0,0.322,0.216,0.8,0.577,0.951
ALDOC,ENO1,9606.ENSP00000378731,9606.ENSP00000495530,0,0,0,0,0.274,0.072,0.82,0.645,0.951
DNAJC2,HSPA8,9606.ENSP00000368565,9606.ENSP00000437125,0,0,0,0,0.202,0.599,0.4,0.775,0.951
H6PD,TPI1,9606.ENSP00000473348,9606.ENSP00000229270,0.106,0,0,0,0.152,0,0.8,0.718,0.951
NFKB1,TRAF6,9606.ENSP00000226574,9606.ENSP00000433623,0,0,0,0,0.088,0.045,0.5,0.902,0.951
DNAJB1,TP53,9606.ENSP00000254322,9606.ENSP00000269305,0,0,0,0,0.055,0.668,0,0.858,0.951
FOXO1,MAPK8,9606.ENSP00000368880,9606.ENSP00000378974,0,0,0,0,0.049,0.099,0.9,0.498,0.951
MAPK8,NFATC1,9606.ENSP00000378974,9606.ENSP00000389377,0,0,0,0,0,0.234,0.9,0.419,0.951
HSP90AA1,HSP90B1,9606.ENSP00000335153,9606.ENSP00000299767,0,0,0.086,0.909,0.317,0.236,0.9,0.121,0.95
HSPA4L,HSPA8,9606.ENSP00000296464,9606.ENSP00000437125,0,0,0.149,0.761,0.194,0.847,0.5,0.196,0.95
AHSA1,PPID,9606.ENSP00000216479,9606.ENSP00000303754,0,0,0,0,0.722,0.562,0,0.622,0.95
ACTB,EEF1A1,9606.ENSP00000494750,9606.ENSP00000339063,0,0,0,0,0.481,0.604,0,0.776,0.95
ENO1,TKTL2,9606.ENSP00000495530,9606.ENSP00000280605,0,0,0,0,0.322,0.071,0.8,0.655,0.95
DNAJB1,HSPA5,9606.ENSP00000254322,9606.ENSP00000324173,0.041,0,0.432,0,0.313,0.386,0.475,0.669,0.95
ACTB,ANXA5,9606.ENSP00000494750,9606.ENSP00000296511,0,0,0,0,0.108,0.141,0,0.94,0.95
RELA,SMAD3,9606.ENSP00000384273,9606.ENSP00000332973,0,0,0,0,0.079,0.131,0,0.943,0.95
DUSP16,MAPK14,9606.ENSP00000298573,9606.ENSP00000229795,0,0,0,0,0.06,0.798,0.65,0.338,0.95
CLTC,HIP1R,9606.ENSP00000479606,9606.ENSP00000253083,0,0,0,0,0.042,0.663,0.5,0.73,0.95
MAPK14,PPARGC1A,9606.ENSP00000229795,9606.ENSP00000264867,0,0,0,0,0,0,0.9,0.529,0.95
HSPB2,HSPB8,9606.ENSP00000302476,9606.ENSP00000281938,0,0,0,0.697,0.138,0.501,0,0.891,0.949
MAP2K7,MAP3K10,9606.ENSP00000381070,9606.ENSP00000253055,0,0,0,0.584,0.084,0.181,0.9,0.404,0.949
AURKA,CCNA2,9606.ENSP00000216911,9606.ENSP00000481380,0,0,0,0,0.853,0,0,0.669,0.949
FOXO3,MAPK14,9606.ENSP00000339527,9606.ENSP00000229795,0,0,0,0,0.18,0.057,0.9,0.422,0.949
KRAS,TP53,9606.ENSP00000256078,9606.ENSP00000269305,0,0,0,0,0.074,0,0,0.947,0.949
HSPA8,LAMP2,9606.ENSP00000437125,9606.ENSP00000408411,0,0,0,0,0.052,0.697,0.5,0.687,0.949
ESR1,TBP,9606.ENSP00000405330,9606.ENSP00000230354,0,0,0,0,0.051,0.516,0.72,0.652,0.949
DNAJA1,HSPH1,9606.ENSP00000369127,9606.ENSP00000487365,0.041,0,0.211,0,0.589,0.455,0.162,0.704,0.948
CCT5,HSPA8,9606.ENSP00000280326,9606.ENSP00000437125,0.043,0,0,0,0.579,0.207,0.54,0.701,0.948
ENO1,TKTL1,9606.ENSP00000495530,9606.ENSP00000358931,0,0,0,0,0.322,0.071,0.8,0.639,0.948
KRAS,MAPK8,9606.ENSP00000256078,9606.ENSP00000378974,0,0,0,0,0.147,0.145,0.9,0.38,0.948
MAPK14,SP1,9606.ENSP00000229795,9606.ENSP00000329357,0,0,0,0,0.143,0.334,0.9,0.207,0.948
HSP90AB1,HSPB8,9606.ENSP00000360609,9606.ENSP00000281938,0,0,0,0,0.103,0,0.72,0.811,0.948
ENO1,H6PD,9606.ENSP00000495530,9606.ENSP00000473348,0,0,0,0,0.08,0,0.8,0.74,0.948
ATM,HDAC1,9606.ENSP00000278616,9606.ENSP00000362649,0,0,0,0,0.076,0.331,0,0.923,0.948
ESR1,HIF1A,9606.ENSP00000405330,9606.ENSP00000437955,0,0,0,0,0.067,0.636,0,0.861,0.948
FOSL1,MAPK8,9606.ENSP00000310170,9606.ENSP00000378974,0,0,0,0,0,0.166,0.9,0.429,0.948
HSPA8,MAPT,9606.ENSP00000437125,9606.ENSP00000340820,0,0,0,0,0,0.872,0,0.615,0.948
HSPA1B,HSPA8,9606.ENSP00000364801,9606.ENSP00000437125,0,0,0.049,0.983,0.111,0.702,0.5,0.646,0.947
HSPA8,HSPA9,9606.ENSP00000437125,9606.ENSP00000297185,0,0,0.076,0.929,0.26,0.644,0.5,0.634,0.947
MAP2K7,MAPK14,9606.ENSP00000381070,9606.ENSP00000229795,0,0,0.109,0.591,0.081,0.292,0.9,0.239,0.947
CREBBP,NCOR1,9606.ENSP00000262367,9606.ENSP00000268712,0,0,0,0,0.335,0.304,0.5,0.8,0.947
DNAJB4,HSPA6,9606.ENSP00000359799,9606.ENSP00000310219,0.041,0,0.404,0,0.272,0.563,0.162,0.721,0.947
HSPA4L,HSPBP1,9606.ENSP00000296464,9606.ENSP00000255631,0,0,0,0,0.101,0.254,0.9,0.315,0.947
AKT1,RHEB,9606.ENSP00000451828,9606.ENSP00000262187,0,0,0,0,0.09,0.11,0.4,0.904,0.947
GAPDH,RHEB,9606.ENSP00000380070,9606.ENSP00000262187,0,0,0,0,0.063,0.071,0,0.944,0.947
HTT,RASD2,9606.ENSP00000347184,9606.ENSP00000216127,0,0,0,0,0.062,0.053,0,0.945,0.947
HSPA5,SNCA,9606.ENSP00000324173,9606.ENSP00000500990,0,0,0,0,0.059,0.135,0.9,0.433,0.947
SP1,SRC,9606.ENSP00000329357,9606.ENSP00000362680,0,0,0,0,0.049,0.164,0.9,0.412,0.947
DNAJB1,MAPKAPK5,9606.ENSP00000254322,9606.ENSP00000449381,0,0,0,0,0.046,0,0.9,0.493,0.947
ACTB,ESR1,9606.ENSP00000494750,9606.ENSP00000405330,0,0,0,0,0,0.571,0,0.882,0.947
BCL2,PPID,9606.ENSP00000381185,9606.ENSP00000303754,0,0,0,0,0,0.294,0.9,0.317,0.947
F8A3,HTT,9606.ENSP00000477530,9606.ENSP00000347184,0,0,0,0,0,0.901,0,0.486,0.947
PRKN,TOMM70,9606.ENSP00000355865,9606.ENSP00000284320,0,0,0,0,0,0.828,0,0.706,0.947
PRPF40A,TCERG1,9606.ENSP00000386458,9606.ENSP00000296702,0,0,0,0.557,0.36,0.221,0.8,0.524,0.946
BAG3,SQSTM1,9606.ENSP00000358081,9606.ENSP00000374455,0,0,0,0,0.082,0.656,0,0.845,0.946
EP300,TBP,9606.ENSP00000263253,9606.ENSP00000230354,0,0,0,0,0.077,0.292,0.5,0.855,0.946
HIP1R,HTT,9606.ENSP00000253083,9606.ENSP00000347184,0,0,0,0,0.064,0.051,0,0.944,0.946
CDC42,MAPK13,9606.ENSP00000497733,9606.ENSP00000211287,0,0,0,0,0.063,0.125,0.9,0.419,0.946
AGO2,HTT,9606.ENSP00000220592,9606.ENSP00000347184,0,0,0,0,0.062,0.3,0,0.925,0.946
FOSL2,MAPK8,9606.ENSP00000264716,9606.ENSP00000378974,0,0,0,0,0.054,0.174,0.9,0.397,0.946
HSPA5,SQSTM1,9606.ENSP00000324173,9606.ENSP00000374455,0,0,0,0,0.049,0.821,0,0.708,0.946
GAPDH,RIPK1,9606.ENSP00000380070,9606.ENSP00000259808,0,0,0,0,0.044,0,0.9,0.489,0.946
ESR1,MDM2,9606.ENSP00000405330,9606.ENSP00000258149,0,0,0,0,0.042,0.785,0,0.762,0.946
MAPK9,NCOA3,9606.ENSP00000394560,9606.ENSP00000361066,0,0,0,0,0.042,0,0.9,0.487,0.946
BCL2,HIF1A,9606.ENSP00000381185,9606.ENSP00000437955,0,0,0,0,0,0.51,0,0.895,0.946
HSPA4,TRAF6,9606.ENSP00000302961,9606.ENSP00000433623,0,0,0,0,0,0.51,0,0.895,0.946
PRKN,STUB1,9606.ENSP00000355865,9606.ENSP00000219548,0,0,0,0,0,0.658,0,0.849,0.946
MAPK13,MAPKAPK5,9606.ENSP00000211287,9606.ENSP00000449381,0,0,0,0.609,0.081,0.368,0.9,0.168,0.945
BPGM,GPI,9606.ENSP00000376840,9606.ENSP00000405573,0,0,0,0,0.504,0,0.823,0.431,0.945
HTT,SP1,9606.ENSP00000347184,9606.ENSP00000329357,0,0,0,0,0.107,0.628,0,0.849,0.945
CREBBP,MYC,9606.ENSP00000262367,9606.ENSP00000478887,0,0,0,0,0.086,0.583,0.5,0.746,0.945
FN1,GAPDH,9606.ENSP00000346839,9606.ENSP00000380070,0,0,0,0,0.06,0.072,0,0.943,0.945
HRAS,MAP3K1,9606.ENSP00000407586,9606.ENSP00000382423,0,0,0,0,0.058,0.183,0.9,0.379,0.945
AURKA,FN1,9606.ENSP00000216911,9606.ENSP00000346839,0,0,0,0,0.056,0.9,0,0.467,0.945
HTT,STX1A,9606.ENSP00000347184,9606.ENSP00000222812,0,0,0,0,0.049,0.335,0.9,0.234,0.945
BIRC2,GAPDH,9606.ENSP00000477613,9606.ENSP00000380070,0,0,0,0,0.044,0.069,0.9,0.462,0.945
FN1,SRC,9606.ENSP00000346839,9606.ENSP00000362680,0,0,0,0,0.042,0,0.4,0.912,0.945
FOSB,MAPK8,9606.ENSP00000245919,9606.ENSP00000378974,0,0,0,0,0,0.166,0.9,0.4,0.945
DNAJA1,DNAJB1,9606.ENSP00000369127,9606.ENSP00000254322,0,0,0.124,0.812,0.367,0.58,0.5,0.593,0.944
DDX5,HDAC1,9606.ENSP00000225792,9606.ENSP00000362649,0,0,0,0,0.23,0.785,0,0.69,0.944
EGFR,FN1,9606.ENSP00000275493,9606.ENSP00000346839,0,0,0,0,0.138,0.292,0,0.916,0.944
CDKN2A,MAPK14,9606.ENSP00000418915,9606.ENSP00000229795,0,0,0,0,0.047,0.216,0.9,0.34,0.944
BIRC3,GAPDH,9606.ENSP00000263464,9606.ENSP00000380070,0,0,0,0,0.044,0.096,0.9,0.435,0.944
FOS,SP1,9606.ENSP00000306245,9606.ENSP00000329357,0,0,0,0,0,0.066,0.9,0.453,0.944
HSF1,HSPA1B,9606.ENSP00000431512,9606.ENSP00000364801,0,0,0,0,0,0.73,0.5,0.624,0.944
MAPT,STUB1,9606.ENSP00000340820,9606.ENSP00000219548,0,0,0,0,0,0.907,0,0.423,0.944
